Time CPU_use RAM_filled Net_bytes_sent Net_bytes_received Temperature Disk_IO_percentage
14:45:42 7.6 750522368 143103226 601794036 46.738 0.001893360147329238
14:45:43 7.9 750006272 143103722 601794532 46.251 0.001893360147329238
14:45:44 7.4 749998080 143104218 601795028 47.225 0.0018933552589609761
14:45:45 6.9 749998080 143104714 601795524 46.251 0.0018933552589609761
14:45:46 7.2 749481984 143105210 601796020 45.764 0.0018933552589609761
14:45:47 7.2 749223936 143105706 601796516 47.225 0.001893353629510498
14:45:48 7.7 748986368 143106202 601797012 46.738 0.001979415158124612
14:45:49 6.0 749236224 143106698 601797508 46.738 0.001979410047592978
14:45:50 6.7 749236224 143107194 601798004 47.712 0.001979410047592978
14:45:51 6.7 748503040 143107846 601798656 46.738 0.001979410047592978
14:45:52 7.1 749232128 143108342 601799152 47.712 0.001979410047592978
14:45:53 7.9 749277184 143108838 601799948 46.738 0.001979408344088298
14:45:54 7.6 749748224 143109404 601800514 45.764 0.0020654642437480174
14:45:55 7.7 750571520 143109900 601801010 46.738 0.0020654642437480174
14:45:56 6.9 750526464 143110396 601801506 46.738 0.0020654642437480174
14:45:57 8.1 751087616 143110892 601802002 46.251 0.0020654642437480174
14:45:58 6.9 750538752 143111458 601802568 47.225 0.0020654624661901543
14:45:59 6.9 750206976 143111954 601803064 45.764 0.0022375785613295003
14:46:00 7.2 749993984 143112450 601803560 45.764 0.0022375785613295003
14:46:01 7.4 749887488 143113562 601804174 46.738 0.0022375785613295003
14:46:02 8.1 749887488 143114058 601804670 46.251 0.0022375785613295003
14:46:03 6.4 750403584 143114554 601805166 46.738 0.0022375785613295003
14:46:04 7.4 750395392 143115050 601805662 46.251 0.0022375689329905118
14:46:05 8.6 751570944 143115546 601806158 46.251 0.0023236292765670703
14:46:06 7.6 751054848 143116042 601806654 46.738 0.0023236292765670703
14:46:07 6.7 751419392 143116538 601807150 46.738 0.0023236292765670703
14:46:08 7.2 751161344 143117148 601807814 46.251 0.0023236292765670703
14:46:09 7.4 750796800 143117644 601808310 46.738 0.0023236192779934
14:46:10 6.4 750592000 143118140 601808806 46.251 0.0023236132788905005
14:46:11 6.9 749809664 143118636 601809302 47.225 0.002409673029960519
14:46:12 7.4 749318144 143119132 601809798 45.764 0.002409673029960519
14:46:13 7.4 749166592 143119628 601810294 46.251 0.002409673029960519
14:46:14 7.9 748158976 143120124 601810790 46.251 0.002409673029960519
14:46:15 7.9 748302336 143120620 601811286 46.738 0.00240966266121208
14:46:16 6.2 748302336 143121116 601811782 46.251 0.002495722041969654
14:46:17 6.7 748068864 143121612 601812278 46.251 0.002495722041969654
14:46:18 6.9 748425216 143122108 601812774 45.277 0.002495722041969654
14:46:19 7.0 749199360 143122604 601813270 47.225 0.002495722041969654
14:46:20 7.2 749715456 143123348 601814014 46.738 0.002495722041969654
14:46:21 6.4 750256128 143123844 601814510 46.251 0.0024957113030011895
14:46:22 7.6 750149632 143124340 601815006 46.251 0.0025817703134495065
14:46:23 7.4 750149632 143124836 601815502 45.764 0.0025817703134495065
14:46:24 7.7 746938368 143125332 601815998 46.251 0.0025817703134495065
14:46:25 7.4 746913792 143125898 601816564 45.764 0.0025817703134495065
14:46:26 5.5 746762240 143126394 601817060 46.738 0.0025817703134495065
14:46:27 7.4 746647552 143126890 601817556 45.277 0.0025817592042673898
14:46:28 7.7 748068864 143127542 601818208 45.764 0.002667817844409636
14:46:29 6.4 748584960 143128108 601818774 46.251 0.002667817844409636
14:46:30 7.2 748843008 143128646 601819330 46.738 0.002667817844409636
14:46:31 7.2 748843008 143129142 601819826 46.251 0.002667817844409636
14:46:32 7.1 748843008 143129638 601820322 45.277 0.002667817844409636
14:46:33 6.2 748576768 143130134 601820818 46.251 0.0026678063650202393
14:46:34 6.4 748425216 143130630 601821314 45.764 0.002753864634859602
14:46:35 6.7 748318720 143131126 601821810 44.79 0.002753864634859602
14:46:36 7.2 748318720 143131622 601822306 46.251 0.002753864634859602
14:46:37 7.4 748060672 143132118 601822802 46.251 0.002753864634859602
14:46:38 8.3 746237952 143133826 601823714 46.251 0.002753864634859602
14:46:39 6.9 746897408 143134322 601824210 46.251 0.002753850415363473
14:46:40 6.7 747929600 143135732 601825015 46.738 0.002839908240843582
14:46:41 6.5 748445696 143136228 601825577 45.764 0.002839908240843582
14:46:42 7.7 750141440 143136724 601826073 46.738 0.002839908240843582
14:46:43 7.4 749490176 143137220 601826569 45.764 0.002839908240843582
14:46:44 7.7 748609536 143137716 601827065 45.277 0.0028399009089726777
14:46:45 6.9 748634112 143138212 601827561 46.251 0.0028398984650241225
14:46:46 6.7 748916736 143138708 601828057 45.764 0.0029259559942672775
14:46:47 7.9 749174784 143139204 601828553 46.738 0.0029259559942672775
14:46:48 6.2 749457408 143139700 601829049 45.764 0.0029259559942672775
14:46:49 7.4 749727744 143140196 601829545 45.764 0.0029259559942672775
14:46:50 6.4 749203456 143140848 601830197 46.251 0.002925948440270474
14:46:51 7.7 748548096 143141344 601830693 45.764 0.0029259459222802067
14:46:52 6.9 748445696 143141840 601831189 45.277 0.003012003155288448
14:46:53 7.7 747929600 143142584 601831933 45.764 0.003012003155288448
14:46:54 6.2 747413504 143143080 601832429 45.277 0.003012003155288448
14:46:55 7.9 747929600 143143576 601832925 45.764 0.003012003155288448
14:46:56 6.7 748437504 143144142 601833491 45.277 0.003011995379168803
14:46:57 8.4 749207552 143144638 601833987 46.251 0.0030980470578288134
14:46:58 6.2 748949504 143145134 601834483 46.251 0.0031841039205462805
14:46:59 7.6 748691456 143145700 601835049 45.764 0.0031841039205462805
14:47:00 7.7 748691456 143146196 601835545 45.277 0.0031841039205462805
14:47:01 8.4 747794432 143147120 601836159 44.79 0.0031841039205462805
14:47:02 6.7 748044288 143147616 601836655 45.764 0.003184079259477826
14:47:03 8.1 748044288 143148112 601837151 45.764 0.0032701354556799295
14:47:04 6.2 748634112 143148608 601837647 46.738 0.0032701354556799295
14:47:05 7.2 750538752 143149104 601838143 45.764 0.0032701354556799295
14:47:06 8.1 750538752 143149600 601838639 45.764 0.0032701354556799295
14:47:07 7.9 750551040 143150096 601839135 45.764 0.0032701354556799295
14:47:08 7.9 750542848 143150706 601839799 45.764 0.0032701213849695536
14:47:09 7.6 750542848 143151202 601840295 45.764 0.0033561772108898057
14:47:10 6.9 750284800 143151698 601840791 45.764 0.0033561772108898057
14:47:11 7.2 750284800 143152194 601841287 45.764 0.0033561772108898057
14:47:12 6.9 749244416 143152690 601841783 46.251 0.0033561772108898057
14:47:13 6.4 749260800 143153186 601842279 44.303 0.0033561772108898057
14:47:14 6.9 749252608 143153682 601842775 45.764 0.0033561656581855
14:47:15 7.4 749543424 143154178 601843271 45.277 0.0034422211878825638
14:47:16 7.7 749027328 143154674 601843767 44.79 0.0034422211878825638
14:47:17 6.4 749039616 143155170 601844263 45.277 0.0034422211878825638
14:47:18 6.4 749580288 143155666 601844759 45.277 0.0034422211878825638
14:47:19 7.2 749940736 143156162 601845255 45.277 0.003442212301240476
14:47:20 7.4 750608384 143156658 601845751 45.277 0.003442209339036644
14:47:21 7.9 750198784 143157154 601846247 45.764 0.0035282645725125605
14:47:22 8.1 749711360 143157650 601846743 45.764 0.0035282645725125605
14:47:23 6.9 749088768 143158146 601847239 46.251 0.0035282645725125605
14:47:24 7.7 748965888 143158642 601847735 45.277 0.0035282554637671294
14:47:25 6.2 748965888 143159138 601848231 45.764 0.0035282554637671294
14:47:26 6.7 748965888 143159634 601848727 45.764 0.003528252427529103
14:47:27 7.7 748490752 143160200 601849293 45.277 0.003614307364785911
14:47:28 6.7 750624768 143160852 601849945 45.277 0.003614307364785911
14:47:29 6.7 750874624 143161348 601850441 45.764 0.003614298033940195
14:47:30 7.7 750358528 143161914 601851007 46.251 0.003614298033940195
14:47:31 6.9 750125056 143162410 601851503 45.277 0.003614298033940195
14:47:32 7.4 749821952 143162948 601852059 45.764 0.0036142949236689956
14:47:33 7.4 750125056 143163444 601852555 45.764 0.0037003495647087337
14:47:35 6.9 750125056 143163940 601853051 45.764 0.0037003495647087337
14:47:36 5.7 750223360 143164436 601853547 45.277 0.0037003400117657905
14:47:37 7.2 750632960 143164932 601854043 45.277 0.0037003400117657905
14:47:38 7.7 750600192 143165526 601854539 44.79 0.0037003400117657905
14:47:39 6.2 750903296 143166136 601855333 46.251 0.003700336827462437
14:47:40 6.7 751161344 143166632 601855829 45.277 0.0037863911722871447
14:47:41 6.7 751669248 143167128 601856325 44.79 0.003786381397250033
14:47:42 7.4 751669248 143167624 601856821 45.277 0.003786381397250033
14:47:43 7.4 751153152 143168120 601857317 44.79 0.003786381397250033
14:47:44 7.7 750895104 143168616 601857813 46.738 0.003786381397250033
14:47:45 6.4 750895104 143169112 601858309 44.79 0.003786378138915545
14:47:46 6.7 750370816 143169608 601858805 45.277 0.0038724221903990393
14:47:47 7.9 750370816 143170104 601859301 45.277 0.0038724221903990393
14:47:48 6.7 750112768 143170600 601859797 45.764 0.0038724221903990393
14:47:49 7.8 749871104 143171096 601860293 45.277 0.0038724221903990393
14:47:50 6.0 749871104 143171592 601860789 45.277 0.003872418858034436
14:47:51 6.7 749346816 143172244 601861441 45.277 0.003958462391218926
14:47:52 7.7 749088768 143172740 601861937 46.251 0.003958462391218926
14:47:53 6.5 749195264 143173236 601862433 46.251 0.003958462391218926
14:47:54 8.3 749088768 143173732 601862929 45.277 0.003958462391218926
14:47:55 7.7 749084672 143174228 601863425 45.277 0.004044515921462815
14:47:56 7.4 749076480 143174724 601863921 45.277 0.004044498519294033
14:47:57 6.7 749076480 143175220 601864417 46.251 0.004130551679279012
14:47:58 7.4 749076480 143175786 601864983 45.764 0.004130551679279012
14:47:59 6.9 748666880 143176282 601865779 45.764 0.004130551679279012
14:48:00 7.2 748302336 143176778 601866275 44.79 0.004130551679279012
14:48:01 8.1 748142592 143177938 601866959 45.764 0.004130533907004256
14:48:02 6.9 748142592 143178434 601867455 44.303 0.004130523243712811
14:48:03 6.9 749281280 143178930 601867951 45.277 0.004216575811290161
14:48:04 7.2 749432832 143179426 601868447 44.79 0.004216575811290161
14:48:05 6.7 751210496 143179922 601868943 45.277 0.004216575811290161
14:48:06 8.1 750956544 143180418 601869439 45.277 0.004216575811290161
14:48:07 6.0 751206400 143180914 601869935 44.303 0.004216557669009473
14:48:08 7.2 750317568 143181524 601870599 45.764 0.004302609866336198
14:48:09 6.9 750166016 143182020 601871095 45.764 0.004302609866336198
14:48:10 6.7 750059520 143182516 601871591 45.277 0.004302609866336198
14:48:11 7.2 749658112 143183012 601872087 44.79 0.004302609866336198
14:48:12 6.7 749809664 143183508 601872583 45.277 0.004302609866336198
14:48:13 7.2 750317568 143184004 601873079 45.277 0.004302595056425845
14:48:14 6.9 750833664 143184500 601873575 44.79 0.004388646957554362
14:48:15 7.2 751091712 143184996 601874071 46.738 0.004388646957554362
14:48:16 7.4 751349760 143185492 601874567 45.764 0.004388646957554362
14:48:17 6.2 751046656 143185988 601875063 45.764 0.004388646957554362
14:48:18 7.2 750309376 143186484 601875559 43.816 0.004388635628041188
14:48:19 7.6 749793280 143186980 601876055 46.251 0.004388631851549795
14:48:20 6.9 750059520 143187476 601876551 45.764 0.004474683456482144
14:48:21 6.9 750059520 143187972 601877047 45.277 0.004474683456482144
14:48:22 7.9 750059520 143188468 601877543 45.277 0.004474683456482144
14:48:23 6.7 750051328 143188964 601878039 46.251 0.004474671904901174
14:48:24 6.7 749793280 143189460 601878535 44.79 0.004474671904901174
14:48:25 7.4 749137920 143189956 601879031 45.277 0.004474668054387439
14:48:26 7.9 748879872 143190452 601879527 44.303 0.004560719363125659
14:48:27 6.9 749654016 143190948 601880023 44.79 0.004560719363125659
14:48:28 7.9 750141440 143191444 601880519 45.277 0.004560719363125659
14:48:29 6.5 752336896 143192166 601881241 44.79 0.004560707589479954
14:48:30 7.2 752078848 143192662 601881737 45.277 0.004560707589479954
14:48:31 6.2 752078848 143193158 601882233 45.277 0.004560703664944894
14:48:32 6.9 751820800 143193724 601882799 45.764 0.004646754677491024
14:48:33 7.7 751882240 143194220 601883295 45.277 0.004646754677491024
14:48:34 7.4 752078848 143194758 601883851 46.251 0.004646754677491024
14:48:35 6.2 751509504 143195254 601884347 46.251 0.004646742681783639
14:48:36 6.9 750780416 143195750 601884843 45.277 0.004646742681783639
14:48:37 7.1 750374912 143196246 601885339 45.764 0.004646738683228274
14:48:38 7.7 750010368 143196954 601886133 45.277 0.004732789399584354
14:48:39 7.6 749707264 143197450 601886629 45.277 0.004732789399584354
14:48:40 6.9 748720128 143197946 601887125 44.79 0.004732789399584354
14:48:41 7.6 748969984 143198442 601887621 45.277 0.004732777181818347
14:48:42 6.4 748711936 143198938 601888117 45.764 0.004732777181818347
14:48:43 7.4 748560384 143199434 601888613 45.277 0.0047327731092436974
14:48:44 6.9 748453888 143199930 601889109 45.277 0.004818823529411764
14:48:45 7.0 748716032 143200426 601889605 45.764 0.004818823529411764
14:48:46 6.7 749604864 143200922 601890101 46.251 0.004818823529411764
14:48:47 6.0 748838912 143201418 601890597 45.764 0.004818811089590196
14:48:48 7.4 749731840 143201914 601891093 45.764 0.004818811089590196
14:48:49 7.4 749473792 143202410 601891589 46.251 0.0048188069429972785
14:48:50 6.7 749752320 143203062 601892241 45.764 0.004904857066979373
14:48:51 7.6 750268416 143203558 601892737 45.764 0.004904857066979373
14:48:52 7.7 750493696 143204229 601893408 44.303 0.004904844405105298
14:48:53 7.7 751521792 143204725 601893904 44.79 0.004990894306949251
14:48:54 7.4 752037888 143205221 601894400 45.277 0.004990885717644728
14:48:55 7.2 751779840 143205717 601894896 44.79 0.005076935471397224
14:48:56 7.2 751267840 143206213 601895392 44.79 0.005076935471397224
14:48:57 7.6 751255552 143206793 601896008 46.251 0.005076900522114043
14:48:58 7.1 750739456 143207289 601896504 44.79 0.005076900522114043
14:48:59 6.9 749965312 143207785 601897000 45.764 0.005076900522114043
14:49:00 7.9 750194688 143208351 601897566 44.79 0.005076878679056402
14:49:01 6.5 747749376 143209451 601898180 45.764 0.005162927470226849
14:49:02 6.5 747999232 143209947 601898676 45.277 0.005162914142351223
14:49:03 7.9 747732992 143210761 601899490 44.303 0.005162914142351223
14:49:04 7.7 747216896 143211257 601899986 45.277 0.005162914142351223
14:49:05 6.9 749404160 143211795 601900542 46.251 0.005162914142351223
14:49:06 7.1 749158400 143212291 601901038 46.738 0.005162909699741306
14:49:07 7.2 749006848 143212787 601901534 45.277 0.0052489581947369945
14:49:08 7.9 748376064 143213397 601902198 45.764 0.005248944644823384
14:49:09 7.2 748118016 143213893 601902694 45.764 0.005248944644823384
14:49:10 6.9 747859968 143214389 601903190 45.277 0.005248944644823384
14:49:11 7.7 747601920 143214885 601903686 44.303 0.005248944644823384
14:49:12 7.9 747601920 143215381 601904182 45.277 0.0052489401282010606
14:49:13 7.2 747335680 143215877 601904678 45.277 0.005334974555075492
14:49:14 6.2 747077632 143216373 601905174 45.277 0.005334974555075492
14:49:15 8.2 746819584 143216869 601905670 44.79 0.005334972833586924
14:49:16 10.3 746819584 143217365 601906166 45.764 0.005334972833586924
14:49:17 3.3 747593728 143217861 601906662 45.277 0.005334972833586924
14:49:18 4.5 747585536 143218357 601907890 45.764 0.005334954471111329
14:49:19 3.8 747585536 143218853 601909118 45.764 0.005421002123871189
14:49:20 4.0 747585536 143219349 601909706 45.764 0.005421002123871189
14:49:21 7.1 747585536 143219845 601910202 45.764 0.005421002123871189
14:49:22 7.8 747585536 143220341 601910698 45.277 0.005421002123871189
14:49:23 7.4 747577344 143220837 601911194 44.79 0.0054209881299720625
14:49:24 7.5 746950656 143221333 601911690 46.738 0.0054209834653550755
14:49:25 7.0 746950656 143221829 601912186 46.251 0.005507030821948013
14:49:26 7.9 746950656 143222325 601912682 44.79 0.005507030821948013
14:49:27 6.5 746754048 143222821 601913178 44.79 0.005507030821948013
14:49:28 7.4 747053056 143223473 601913830 45.277 0.005507016606021363
14:49:29 7.4 747569152 143223969 601914326 45.277 0.005507016606021363
14:49:30 6.9 748601344 143224465 601914822 45.764 0.005507011867395457
14:49:31 6.4 749375488 143225031 601915388 45.277 0.0055930589278235104
14:49:32 6.9 749891584 143225527 601915884 44.79 0.0055930589278235104
14:49:33 7.2 750915584 143226023 601916380 45.764 0.0055930444898723945
14:49:34 5.9 750915584 143226589 601916946 45.764 0.0055930444898723945
14:49:35 6.0 750915584 143227333 601917690 44.79 0.0055930444898723945
14:49:36 7.4 750915584 143227871 601918246 45.277 0.0055930396772385866
14:49:37 7.4 749883392 143228367 601918742 45.277 0.005679086441503797
14:49:38 7.7 749064192 143229075 601919536 45.764 0.005679086441503797
14:49:39 7.2 748691456 143229571 601920032 44.79 0.005679071781531271
14:49:40 6.7 749101056 143230067 601920528 44.303 0.005679071781531271
14:49:41 7.4 749101056 143230563 601921024 45.764 0.005679066894890582
14:49:42 7.2 749359104 143231059 601921520 44.79 0.005765113362994985
14:49:43 6.9 749830144 143231555 601922016 45.277 0.005765113362994985
14:49:45 7.2 750641152 143232051 601922512 44.79 0.005765098481004108
14:49:46 7.9 750383104 143232547 601923008 45.764 0.005765098481004108
14:49:47 6.9 750596096 143233043 601923504 44.79 0.005765098481004108
14:49:48 7.4 750231552 143233539 601924000 46.251 0.005765093520357556
14:49:49 6.2 750747648 143234035 601924496 46.738 0.005851139692303191
14:49:50 7.7 750125056 143234531 601924992 45.764 0.005851139692303191
14:49:51 7.9 750112768 143235183 601925644 45.764 0.005937170538124917
14:49:52 7.4 749596672 143235679 601926140 46.251 0.005937170538124917
14:49:53 7.9 749596672 143236175 601926636 44.303 0.005937170538124917
14:49:54 6.2 749596672 143236671 601927132 45.277 0.005937160320752936
14:49:55 7.2 749596672 143237167 601927628 45.277 0.006023206122502977
14:49:56 6.9 749584384 143237663 601928124 44.79 0.006023164661060391
14:49:57 6.4 749584384 143238159 601928620 45.764 0.006023164661060391
14:49:58 7.7 749584384 143238655 601929116 44.79 0.006023164661060391
14:49:59 6.7 749060096 143239151 601929612 44.79 0.006023138747948637
14:50:00 7.2 748802048 143239647 601930108 45.277 0.0061091835872050465
14:50:01 8.7 747773952 143240999 601930722 44.303 0.0061091835872050465
14:50:02 6.7 747905024 143241495 601931218 45.277 0.006109167817334161
14:50:03 6.9 748937216 143242061 601931784 45.764 0.006109167817334161
14:50:04 7.2 749711360 143242557 601932387 45.277 0.006109167817334161
14:50:05 7.4 749834240 143243053 601933123 44.79 0.006109162560728625
14:50:06 7.9 749834240 143243661 601933809 45.764 0.006195207103837479
14:50:07 6.5 749318144 143244157 601934305 45.277 0.006195207103837479
14:50:08 7.6 749051904 143244767 601934969 45.277 0.006195191111965819
14:50:09 6.2 749051904 143245263 601935465 44.79 0.006195191111965819
14:50:10 6.9 749051904 143245759 601935961 46.251 0.006195191111965819
14:50:11 6.7 749051904 143246255 601936457 45.277 0.0061951857813602774
14:50:12 6.2 749051904 143246751 601936953 45.277 0.006281230028323615
14:50:13 7.2 749051904 143247247 601937449 45.277 0.006281230028323615
14:50:14 6.7 749043712 143247743 601937945 44.303 0.006281213814454235
14:50:15 7.4 749043712 143248239 601938441 45.277 0.006281213814454235
14:50:16 6.7 748892160 143248735 601939024 45.277 0.006281213814454235
14:50:17 6.4 748785664 143249231 601939520 45.277 0.00628120840984971
14:50:18 7.9 749043712 143249727 601940016 46.251 0.0063672523606695675
14:50:19 7.9 748130304 143250223 601940512 44.79 0.0063672523606695675
14:50:20 7.2 748896256 143250719 601941008 45.764 0.006367235924805525
14:50:21 6.7 749670400 143251215 601941504 45.764 0.006367235924805525
14:50:22 7.9 750292992 143251711 601942000 45.764 0.006367235924805525
14:50:23 6.4 752726016 143252207 601942496 44.303 0.0063672304462030335
14:50:24 7.6 753135616 143252703 601942992 45.764 0.006453274100881453
14:50:25 7.4 752832512 143253199 601943488 45.277 0.006453274100881453
14:50:26 6.5 753127424 143253695 601943984 45.764 0.006453257443025804
14:50:27 6.9 753340416 143254191 601944480 44.79 0.006453257443025804
14:50:28 6.9 752717824 143254687 601944976 44.79 0.006453251890426365
14:50:29 7.4 753127424 143255339 601945628 44.79 0.006539295248965383
14:50:30 6.7 752611328 143255835 601946124 44.303 0.006539295248965383
14:50:31 7.4 752201728 143256331 601946620 44.79 0.006539295248965383
14:50:32 6.4 751419392 143256827 601947116 44.79 0.006539278369121183
14:50:33 7.2 751054848 143257393 601947682 45.277 0.006539278369121183
14:50:34 7.9 750448640 143257889 601948178 45.277 0.006539272742525816
14:50:35 7.4 747044864 143258385 601948674 45.277 0.006625315804927471
14:50:36 7.6 747302912 143258951 601949240 45.277 0.006625315804927471
14:50:37 7.4 747819008 143259447 601949736 45.764 0.006625315804927471
14:50:38 6.9 748130304 143260155 601950530 43.329 0.006625298703097779
14:50:39 6.7 749727744 143260693 601951086 45.277 0.006625298703097779
14:50:40 6.9 749469696 143261189 601951582 46.251 0.0066252930025075
